title,description,url,
"seo on-page, off-page, analysis & technical audit","in this article we will tell you all about the service ""seo optimization"" and why it is a prerequisite for your online success and good positioning in google.
seo optimization is a process that takes time to achieve good results so as to improve the visibility of your online store.
high quality seo optimization will help you drive more targeted traffic and generate conversions from other sources such as ads and social networks.
this is a long-term investment that works with accumulation over time.
the monthly improvement of the incoming traffic to your store leads to the generation of more sale in this section: on-page seo off-page seo seo technical audit competitor analysis request the service seo optimization is performed jointly with our established partners who have many years of international experience and individual approach to each client.
the ""seo optimization"" service we offer is divided into several sub-services: on-page seo off-page seo seo technical audit competitor analysis (up to four brands)
each of the services can be purchased separately or order the full seo package of services. on-page seo on-page optimization is the basis of all further actions to optimize your online store.
this is the process by which your online store will be prepared so that it becomes more visible to users and can generate more traffic.
the service includes: ✔ analyze the keywords that characterize your niche, determine the strength of your business ✔ create meta descriptions and homepage titles ✔ creating meta descriptions and product titles (title tags) ✔ create meta descriptions and category titles ✔ creating meta descriptions and brand titles we create all the necessary meta descriptions and product titles, categories, brands, also on the home page so that when google starts indexing your store, it contains the necessary relevant words and is listed in the top positions in search results.
the ""on-page seo"" service is paid once and can be requested from your administrative panel by clicking on the name of the store in the lower right corner of the screen, select all services, seo section.
off-page seo off-page seo is done monthly. one of the things that are included in the service is technical audit and creating a strategy for creating content in your store.
our partners will create and prescribe such a long-term strategy for you. the other services that are included in off-page seo are: ✔ technical audit; ✔ creating a content strategy for your store;
✔ creating content for your blog, 4 articles per month; ✔ external optimization of the store (link building): 2 publications in a media per month; ✔ monthly reports that you will receive from our partner: ranking compared to the competition and compared to the previous period; visibility compared to the competition compared to the previous period; realizations compared to the previous period; the ""off-page seo"" service is paid once and can be requested from your administrative panel by clicking on the name of the store in the lower right corner of the screen, select all services, section seo.
seo technical audit this service is major because through it you will get the full picture of the technical condition and level of your online store so that on-page and off-page optimization can give the desired result.
the following elements will be checked: ✔ pages status 4xx и 5xx; ✔ robots.txt file; ✔ analysis of xml sitemap; ✔ sitemap html; ✔ www and non-www versions of the website; ✔ http/https warnings; ✔ pages with {rel=""canonical""} tags; ✔ dofollow outgoing connections; ✔ pages with multiple canonical urls; ✔ long urls; ✔ broken images; ✔ missing alt text on the images; ✔ missing, duplicated, short or long {title tags}; ✔ missing, duplicated, short or long {meta descriptions}; ✔ h1, h2, h3, h4, h5, h6, b, and a tags; ✔ check up for seo friendly url addresses in the website and potential rewrite if necessary; ✔ analysis of the advantages of dynamic urls; ✔ mft - mobile-friendly test; ✔ loading time of the website; ✔ structure data markup recommendations for product, organization, faqs, breadcrumbs; after the detailed analysis, you will receive a list of all your store's errors and video instructions on how to fix them with the cloudcart team.
the ""seo technical audit"" service is paid once and can be requested from your administrative panel by clicking on the name of the store in the lower right corner of the screen, select all services, seo section.
competitor analysis competitive analysis is one of the most important things you need to do to be able to build the right strategy so that you are ahead of the competition.
check and analyze what your competitors are doing, what keywords they are using. such an analysis will give you a complete picture of the niche of your business.
this service is paid once and includes a detailed professional analysis of the competition, consisting of the following points: ✔ which are the keywords for which you and your competitors both have rankings ✔ which are the keywords you have missed compared to your competitors?
✔ which are the weaker keywords for ranking, which you and your competitors have covered? ✔ which are the stronger keywords for ranking, which you and your competitors have covered?
the ""competitor analysis"" service is paid once and can be requested from your administrative panel by clicking on the name of the store in the lower right corner of the screen, select all services, seo section.
request the service to request the full package of seo optimization services, use the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000483641
online store backup recovery service,"with the online store backup recovery service, our team will help you restore information, action or settings of your store from a previous moment.
for more information about the available versions of the stored data in your store, you should contact our support team. important!
please note that all orders, customers and any information that has entered your store after the selected backup time will be lost. backups are made daily between 02:00 and 05:00 in the morning.
the service requires a one-time payment. to take advantage of it, you need to specify the exact date from which you want to restore the information and settings of your store.
the backup recovery service does not restore settings related to design, theme and colors. to request backup recovery use the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000492625
как да използваш услуги през cloudcart ecosystem,1,https://help.cloudcart.com/en/support/solutions/articles/77000520047
blog migration,"general introduction blog migration can be considered, as an additional service to migration of the product catalogue or to be done independently, if your current website was informative.
service conditions all articles will be migrated with an identical date.
products mentioned in the articles will be transferred articles need to be published, visible for website visitors titles, text and images included in articles will be transferred deadline for the service execution deadline execution*: 10 workdays due to unforeseen circumstances, cloudcart reserves the right to extend the execution deadline with 5 work days.
corrections execution**: up to 7 work days. the client has the right to one-time corrections. *deadline execution applies in cases where everything has been sent correctly from your side.
**additional corrections sent outside of the allocated deadline, are charged on a per-assignment basis. how to request the service?
if you would like to request the service, please contact your account manager for further assistance.",https://help.cloudcart.com/en/support/solutions/articles/77000537209
custom front-end development work,"general introduction the front-end services are for clients, whose design requirements go beyond the standard amendments of our ready-made templates.
for example, the position of certain icons, changes on the product page (labels of different shapes or icons) pop-up messages, header/footer changes, button shapes etc.
service conditions front-end services are based on a consultation with one of the following departments - sales or project coordinators execution deadline deadline execution*: 10 work days due to unforeseen circumstances, cloudcart reserves the right to extend the deadline with 5 work days.
corrections execution**: up to 7 work days. the client has the right to one-time corrections.
*deadline execution applies in cases everything sent by your side is submitted within the particular timeline.
**additional corrections sent outside of the agreed deadline, are charged on a per-assignment basis. request the service to request the service, click the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000537454
logo design,"general introduction the service includes up to logo examples, which will make your business stand out.
conditions before we execute the service it is necessary: - to fill out our questionnaire, which you are going to receive after the payment of the service.
service includes: - up to three variants of a corporate logo. - one correction on the chosen example.
benefits of the service: - professional design of up to three logos, personalized in a way which reflects the essence of your brand.
- you can guide our team towards the final look of your logo by giving us examples and a prompt feedback.
deadline for the execution of the service execution deadline*: 10 working days corrections execution**: up to 7 working days.
the client is allowed to submit a single correction on one of the chosen logos through a specific file given from cloudcart.
*deadline execution applies in cases everything sent by your side is submitted within the particular timeline.
**additional corrections sent outside of the agreed deadline, are charged on a per-assignment basis. request service to request the service, click the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000537467
landing page design,"general introduction the goal of every marketing landing page is to convert users into buyers. it is usually used to promote a certain product, seasonal promotion, bank holiday sale, etc.
service description: creating visual elements, icons, up to three banners and adding specific information provided by the client.
conditions *you need to fill out the questionnaire which you will receive after the payment of the service *
any additional text or images which you want to be used can be added to a specific folder provided by cloudcart.
execution deadline of the service execution deadline of the service*: 10 work days due to unforeseen circumstances
, cloudcart holds the right, to extend the execution deadline with up to 5 work days. corrections execution**: up to 7 work days. client has the right to one-time corrections.
*deadline execution applies in cases everything sent by your side is submitted within the particular timeline.
**additional corrections sent outside of the agreed deadline, are charged on a per-assignment basis. request service to request the service ""landing page design"" click the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000537475
store settings and configuration,"general introduction settings & configurations from our team will save you a substantial time investment necessary for the startup of your shop.
the service covers a of wide set of settings like cart set up, google maps api, payment methods & delivery, gdpr application, ssl certificate, chat apps as well as some marketing instruments.
what do we expect from you for the full execution of the service it is necessary to send us the registration details for some applications, as well as your specific preferences for some of the settings through a questionnaire which cloudcart will send you upon service payment completion.
the service includes configuration of the following settings in your online store: settings of the cart and payment method/s. so your clients can finalize their orders quickly and conveniently.
configuration of api on google maps. this allows your clients to be localized and the information of the order to be fulfilled automatically. configuration of payment methods.
before we set up your virtual pos terminal, you need to sign a contract with a bank and open an account, preferably after your shop is built and working. configuration of delivery methods.
before the set up, you need to choose the delivery companies and send us the identification data provided by the partner company. configuration of the gdpr app.
this will allow secure collection of client agreements. configuration of ssl certificate for safe payments. configuration of chat apps, phone and e-mail.
marketing instruments (google analytics and facebook pixel) with profile details provided by your side. advices for the set up of your navigation menu.
execution deadline execution deadline*: 10 work days due to unforeseen circumstances, cloudcart reserves the right to extend the execution deadline with up to 5 work days.
*execution deadline applies if all required information has been received by our team correctly.
request service to request the service, click the button below: href=""https://cloudcart.com/bg/profile/site/cp-redirect?url=/cart"" target=""_blank"">request",https://help.cloudcart.com/en/support/solutions/articles/77000537481
banner design,"general introduction the banners/sliders are of extreme importance because they lead the client to the products you want them to review first.
the service offers a great presentation of your newest products, services or offers in order to catch your customer's attention and provoke him to make an order.
service conditions before we execute the service it is necessary: to fill in our questionnaire which you are going to receive after the payment of the service *any images which you want to be used can be added to a specific folder provided by cloudcart.
execution deadline execution deadline of the service*: 10 work days due to unforeseen circumstances , cloudcart holds the right, to extend the execution deadline with up to 5 work days.
corrections execution**: up to 7 work days. client has the right to one-time corrections.
*deadline execution applies in cases everything sent by your side is submitted within the particular timeline.
**additional corrections sent outside of the agreed deadline, are charged on a per-assignment basis. request service to request the service, click the button below: request",https://help.cloudcart.com/en/support/solutions/articles/77000537487
additional design development,"general introduction the ""additional design development"" service is intended for customers looking for some design amendments but not full redesign.
the corrections should be possible through the design templates' capabilities, without needing css code. these can be: changing sections on the home page; changing colors, icon design etc.
the service is not suitable for a complete store redesign.
service conditions design services are based on a consultation with one of the following departments - sales or project coordinators execution deadline deadline execution*: 10 work days due to unforeseen circumstances, cloudcart reserves the right to extend the deadline by 5 work days.
corrections execution**: up to 7 work days. the client has the right to one-time corrections.
*deadline execution applies in cases everything sent by your side is submitted within the particular timeline.
**additional corrections sent outside of the agreed deadline, are charged on a per-assignment basis. request the service to request the service, please contact the sales team at sales@cloudcart.com.",https://help.cloudcart.com/en/support/solutions/articles/77000539159
a change of the product page uniting all products,"what we are going to change?
a few months ago we told you that we will remove an obsolete and unused section in your online store, namely the page with all your products in one place, the address: https://mystore/products.
with this small change, we make it easier for search engines to understand your website more easily and not overload it by crawling it unnecessarily.
this way, search engines will focus on the really important pages on your site, and customers will get the best customer experience, which in turn will increase the chances of buying.
the change will not affect the visualization of the products in your store, on the contrary, the focus will be on the categories and collections you have created and the active use of different types of product filters, which allow consumers to narrow down their product choice according to their personal preferences.
what do you get? less busy and better working modern online store with perfectly optimized pages.
so far, the ”/products section” has indexed multiple pages with an equal weight of important urls (categories, manufacturers, collections, etc.), leading to their cannibalization, which is why we are removing this outdated path, which combines your products into one inefficient address.
these and other improvements we make will lead to better indexing of your store and more sales. what do you have to do?
if you use the url described above in your navigation menu, banners, sliders, images, text boxes, or in your ad campaign (social networking, google and email marketing), you can replace it with one of the following examples: change section products: you can replace the / products link with a new collection that brings together products from all your categories.
see the article in our help center where you can create your collections. change your products menu into a non-clickable button, expand the list of all categories, including your product catalog.
this would lead to greater control of the action by the customer. after the described change, your categories and collections will be significantly more clickable.
that is why in order to improve their indexing it is necessary to add meta title and meta description in their details from the control panel.
if you do not follow these steps, the “/products section” will be automatically redirected to your homepage. the amendment is effective from 15.09.2020.",https://help.cloudcart.com/en/support/solutions/articles/77000469238
a change of product feed links,"as you know, we at cloudcart strive to constantly improve our products to grow together.
our system is constantly optimized with new, more efficient and improved functionalities with a higher degree of protection.
increasing the security of your online store is the basis of the work of our entire team.
if you are promoting your products through facebook and google and you have the facebook dynamic ads and/or google ads remarketing applications installed in your online store, it is good to be aware of the change we have made.
we have made changes to all feed links in cc store but the main places where you need to change it are fb dynamic ads and google ads.
in this article the focus is on what you need to do to change the links if you use these applications.
if you are not using either and have not created a facebook product catalog feed or merchant center feed, these changes do not apply to you and you do not need to do anything. facebook dynamic ads
this is an extremely useful marketing tool through which you can create dynamic product ads on facebook by creating a product catalog feed.
this is a file that contains information about each of the products you choose to advertise. each line of this file carries enough information to create a dynamic product ad on facebook.
when automatic update is set for a specific period, this file is generated dynamically, which means you don't have to upload it every time you make changes to your products.
in practice, the benefit for you is that if a customer enters the store and views or adds to the cart specific products without buying them, based on the pixel attached to your store facebook, this information is dynamically submitted to remarketing advertising with the product catalogue on facebook.
so while scrolling through the social network, the customer will see an ad with exactly those products that he liked and can return and complete his order.
google ads remarketing with the google ads remarketing app, you can create short text ads and display banners to reach web users.
ad serving is based on google keywords and cookies, which are used to calculate the relevancy of an ad to a search engine or to a specific site.
ads appear on official google sites and applications, as well as on google partner sites (via google adsense).
advertisers pay for an ad when users show interest and click on it to learn more, and google's partner sites receive a percentage of the cost per click.
once you have successfully set up google ads, you can create your product catalogue via the product feed link. what are we changing?
for greater protection and security, we have changed the generated product feed links that you put when setting up these and some other applications.
therefore, in case you use this type of links for your advertising campaigns, you need to replace them with the new unique links, which are automatically generated in the admin panel of your store. 1. for facebook, you can take it from the menu apps >
facebook dynamic ads and place it in the appropriate field ""feed url"" in the settings of your product catalogue in the facebook profile of your store. 2.
for google ads remarketing, from the menu in the admin panel, select apps > google ads remarketing. copy the new link and paste it in the appropriate field in your google ads account settings.
these and other improvements we make will lead to greater protection and security of the content in your online store. caution:
if you do not follow these steps, the old feed link will not work correctly. the amendment is effective from 10.10.2020.",https://help.cloudcart.com/en/support/solutions/articles/77000470615
cloudcart changelog,"november 2020 new releases, including: released: integration with brandsdistribution released: integration with also new features & bug fixes, including: 2.40.36 fixed:
discounts: paymentmethod dependency fixed: label description & banner description display in summer, flair, vurtuosu, echappe, construction-inlabs, construction ,braclinic fixed: change label in vat for excluding and including in a price 2.40.28 fixed: there is no delivery to address option upon payment fixed: tax issue - exceptions by category 2.40.26 fixed:
the shipping cost is not presented in the invoice when paying by card fixed: issue with area recognition when selecting a certain city as a delivery address 2.40.25 fixed: api: handle error 400 as 422 and skip the log 2.40.18 fixed:
agolia app issues 2.40.17 fixed: product statuses issues fixed: freshsales contact_email and service_tag fixed: merge branch 'master' of gitlab.com:cloudcart/builder fixed:
voucher payment provider -> like bank transfer fixed: order numbers issue 2.40.16 fixed:
console: services management 2.40.15 fixed: call to undefined method modules\apps\imports\also\alsomanager::count() 2.40.12 fixed:
an issue with variables in the invoice template fixed: product statuses issues 2.40.9 fixed: local pickup app issue fixed: add 100% order discount on the order details page fixed:
confirming email issue when setting a new password 2.40.8 fixed: an issue with changing the product quantity in order fixed:
spelling error in an email 2.40.7 fixed: merge branch 'master' into also 2.40.6 fixed: imagick fix cmyk images converted to negative 2.40.4 fixed: letsencrypt/services/acmeservice: $verifylocallytimeout = 60, $verifycatimeout = 90 2.40.3 fixed: discounts and invoices fixed: merge branch 'cc-discounts' of gitlab.com:cloudcart/builder into cc-discounts fixed:
merge branch 'cc-discounts' 2.40.2 fixed: embedding products from the store in a blog article 2.40.0 fixed: console: discounts fixed:
merge branch 'master' into cc-discounts fixed: sitecp: checkout fixed: sitecp: cart fixed: checkout from promo, offer, plan, all services fixed: use checkout for apps and feature packs fixed: sitecp/checkout: store original price in cart, show savings per item, show the total discount amount for promo code.
fixed: sitecp/checkout: clean up unused/duplicated code fixed: invoicing with discounts completed fixed: invoices discount without vat fixed: notifications/subscriptioncancel fixed: checkout/items.
console: edit invoice language fixed: checkout payment validation fixed: migrategatecommand 2.39.67 fixed:
brands slider links are on the buttons only fixed: merge branch 'master' of gitlab.com:cloudcart/builder 2.39.66 fixed: issue with changing the value of the label discount when product varieties have different prices 2.39.65 fixed: product varieties not selected: error message fixed:
display number of images in command new feature: allow negative price for product options 2.39.63 fixed: brandsdistribution app issue with importing products as unpublished 2.39.62 new feature: products related to slider removed
: the option ""delivery price is included in the invoice"" 2.39.49 new feature: import of blog articles new feature: alphabetical sorting of the parameters in the link when filtering fixed:
incorrect calculation of the total fixed: issue with vat exclusion outside the eu fixed: issue with changing the order status when shifting the delivery address fixed:
the webhook comes with an old shipping cost fixed: discount validity period issue fixed: loading site on iphone issue fixed: cache_bots issue - the same page has two caches fixed:
shipping price issue (econt) fixed: google maps api issue when the b2b app is active and a new user is registered fixed: visual correction of vat in orders and checkouts fixed: issues with ongoing syncing of unpaid applications fixed: email templates - centring photos issue fixed:
gensoft erp errors fixed: discount code issues fixed:
the disappearing of product gallery in certain tablet resolutions fixed: an issue related to the inclusion of the product option's turnover in the general report fixed: shipping time slot fixed: issues with changing the color of the text of the button ""view order details"" fixed: an error when setting up vat october 2020 new releases, including: released: mobilpay released: borica way4 released: new taxes - calculation and application new features, including: new feature: a delivery method with criteria, according to the category new feature: an option to show related products by tags when the tags are hidden new feature: when vat is 0.00, to be visible to the customer in the cart new feature: field for grounds for non-accrual of vat new feature:
an option to check the amount for a manual discount in order new feature: an option in microinvest to stop missing products in xml new feature: a filter for expected delivery by time slot in orders new feature: a function for vat verification by vies new feature: an option to remove vat when entering a delivery address outside the eu without invoice data entered new feature: when calculating vat after delivery, the delivery is a separate line in the invoice new feature: when choosing to pick up the ordered goods from a physical store require only a phone number and name new feature: mandatory verification of e-mail when using the same e-mail address when registering a guest account and registering in a default group new feature: an option to delete files uploaded by users new feature: unit and unit value to xml import new feature: an ""availability"" field in skroutz for products in stock new feature: new feature: new feature: new feature: new feature: an automatic translation of statuses, according to the language of the store bug fixes, including: fixed:
leasing button issues fixed: buy button preview fixed: the splitting of the product title in emails with similar products fixed: issues related to global discount - search for a specific product.
fixed: visualization of all products in the product feed fixed:
google maps issues related to determining the exact location fixed: an issue with displaying product bundles after the 2nd page when viewing fixed: vat calculation upon checkout fixed: cross-sell issue fixed: yopto, displaying reviews in the product listing fixed: an issue with locking an order from an administrator fixed: checkout issues, cod does not show when entering a promo code fixed: receiving an email for a payment problem when there is none fixed: ""blog"" module in the visual constructor fixed: visualization of video clip in a static page fixed:
cod variable does not replace with the text entered in the admin settings fixed:
econt issue with finding an address fixed: mobika - viber issues fixed: grocery store app issues with appearing an error ""division by zero"" fixed: landing page 404 edited meta tag fixed: issues with the creation of bills of lading fixed: issues with editing a product in the order fixed:
delivery calculation issues fixed: deleting products and queues in tasks issues fixed: an issue with the language in which the country is displayed when entering an address when ordering fixed: invalid timezone set ""180"" message when entering a shipping address fixed:
product slug wrong generation when adding a product fixed: sending expected delivery date in email templates fixed:
solytron importing statuses issue fixed: an issue with a customer with more than one order, considered a new customer every time fixed: issues related to the updating of discounts on collections when removing or adding a product fixed: issues with activating and deactivating fixed discount fixed: an issue with the automatic reminder setting for an incomplete order fixed: an issue with discrepancy of reporting dates fixed: an issue with duplicate bills of lading (speedy) fixed: the saving issues of the information in the ""apply to"" field at a label discount fixed: registration form of the site issues fixed: issues with editing an order fixed: errors when editing and setting discounts fixed: a total error due to non-inclusion of the price of the product's option fixed: issues with changing the delivery address of an order fixed: customer email verification when changing an email address fixed: an issue with order cancellation when paying with mobilpay fixed: scrolling issue when viewing cross-sell fixed: an issue when applying a manual discount in an order fixed: wrong value of a bundle when you make a quick order fixed: issues with automatic e-mails when an order is made fixed: filtering problem when selecting different varieties fixed: comparing products issues fixed: invalid order issue fixed: order without address and phone issue fixed: a problem with the appearance of the customer information field when making registration fixed: breakage of the category trail fixed:
cloudcart api v2 - error 500 fixed: countdown discount issues fixed:
incorrect calculation of the order total due to rounding fixed: recalculation of shipping prices fixed: issues with the application of discounts on orders over a certain value fixed:
solytron synchronization issues fixed:
slider links issue fixed: configuration fail of pay at a store fixed: xml import fixed: an issue with changing a photo when choosing a product variety fixed: deliveries to an address in greece (ekont) fixed: failure when choosing the value of a variety fixed:
invoice issues with product prices changed: the payer of the delivery by default when paying by card or epay fixed: tax for shipping not added to the total amount fixed:
subcategory meta title correction issue fixed: problem with visualizing the description of cod in the finalization of the order fixed: mailchimp's email collection module issue fixed: search by order number in the invoices section issue fixed: removing vat only on the basis of the billing address fixed:
google search console errors (url template, query-input) fixed:
geo zones issue fixed: xml feed generation issue fixed: banner in the collection page fixed: issue with the visualization of stocks in stores when a variety is selected fixed: print order option fixed: issue with adding products to the wishlist fixed: error - url format is invalid when changing a banner in ""banners"" and ""banners in slidebar"" modules fixed: olx app issues fixed: error in retargeting.biz app ->trackin api key is invalid fixed: product duplication issues fixed: inability for closing upsell pop up fixed: an issue with disabling automatic reminder for abandoned orders fixed:
lazy loading issue fixed: assumed identity exemption in the administration issue fixed: structured data in some pages",https://help.cloudcart.com/en/support/solutions/articles/77000475472
а change in the way orders are numbered,"from 7.10.2021 a change in the logic for numbering orders in the databases of the stores comes into force. until now, order numbers (if digital numbering was chosen) followed absolute order.
driven by the desire to constantly optimize the process of shopping in stores we found that compliance with absolute sequence can lead to a delay in the process of completing an order.
sometimes it happens to complete hundreds of orders at once.
therefore, we changed the logical process and it is now possible that the numbering of orders is not in absolute order, i.e. to omit numbers.
if you think it's better for your business, you can use the string of numbers and letters setting found in settings > cart and checkout > processing orders.
why is the string of numbers and letters option useful: ensuring a good level of confidentiality in terms of the number of orders - inability of the competition to track the number of orders received in your store due to the removal of their absolute order.
for starters or merchants with fewer orders in their stores, the option of a string of letters and numbers when numbering orders is an effective way not to disclose information about the volume of your sales to customers.
this is all you need to know about the way orders are numbered.",https://help.cloudcart.com/en/support/solutions/articles/77000508995
dns change,"if your domain is directed via a record to ip 88.198.109.127 you will need to change this. in this section: how to check if there is a need for dns change?
option 1 option 2 option 3 how to check if there is a need for dns change?
if you have added your domain after august 1, 2021, you probably don't need to change anything, but it's still a good idea to check:
https://intodns.com/yourdomain at the bottom of the ""www"" section, look for ""www a record"", there should be your official domain in cloudcart of the type xxx.cloudcart.net.
the correct configuration would look like this: (the domain in the photo is an example, you must use yours)
if this is not the case, you need to go through one of the following options: referral to the cloudcart store must be via a cname record to your cloudcart business domain.
*you can see it in settings > domain first. option 1 go to the dns administration of your domain.
create a cname record from @ (root) to your cloudcart official domain, which should look like xxx.cloudcart.net. you can also add a cname to www. to the same or to @ (root).
look for a record to ip 88.198.109.127 and delete it. you should get: * administration of name.com 5. test it! *in some administrations it is not possible to create only a cname without an a record.
then you need to choose one of the following options. **in some administrations you may need to swap steps 2 and 3. ***you can ask the support team of the relevant administration for assistance.
+ you will have full control over your dns records in the future. + you can ask the support team of the administration for assistance. - there may be restrictions on cname records only. option 2 1.
register with cloudflare (cloudflare.com). when it is ready, click ""add site"". 2. enter your primary domain here: 3. choose a free plan (at the bottom). 4. scanning for current dns records follows.
when they show up, press continue. 5. in the next step, cloudflare instructs you to change your nameservers. this should happen where your domain was purchased. 6.
after changing ns you need to go back to your cloudflare account and remove a record to 88.198.109.127 7.
create a cname record from @ (root) to your cloudcard official domain, which should look like xxx.cloudcart.net. you can also add a cname to www. to the same or to @ (root). 8. test it! +
you will have full control over your dns records in the future. - you have to do it yourself or with the help of third-party support.
option 3 send a ticket to support@cloudcart.com or through your admin panel. please let us know that nameservers need to be changed due to a cname record.
we will check if this is necessary and if any of the above steps cannot be performed. we will scan your current records. *
sometimes it is impossible due to double dns zones, for example if you have dns records in cpanel. we will give you exact instructions on when and which nameservers to place on your domain.
this can also be done by the support team of the domain registry. +
no knowledge required, we will guide you step by step - you won't be able to manage dns records yourself if any change is required in the future.",https://help.cloudcart.com/en/support/solutions/articles/77000516984
an overview and product catalog,"this article will go through some of the basic steps needed to create your online store.
log in as an administrator organize your product catalog adding product properties adding product variants adding vendors adding a product adding product options adding product bundles inventory section adding smart collections product statuses log in as an administrator go to the login page in your admin panel.
the login url is always your domain, followed by admin and login (yourdomainname.com/admin/login).
if you have not yet added a primary custom domain, your domain will be a cloudcart subdomain and will look like this - yourdomain.cloudcart.net/admin/login.
after you have entered your login details, you will see the main information page of the admin panel, which displays detailed information with data about your orders, sales, customers, and products.
the following information will be displayed: in the upper left corner, you will find the customer service center.
there is an indication of whether all systems are working in order, access to the status monitor, the help center and the ability to send a message to the support department.
in the upper right corner, you have statistics for new and abandoned orders, out-of-stock products and the total number of customers: new orders - here are visible all orders that are not marked as completed.
this means that they need to be monitored in order to take appropriate measures to be completed.
abandoned orders - sometimes customers who add something to their cart give up in the order process and do not complete it.
any order in which a potential customer provides his contact information but fails to complete it is considered an abandoned order in the cloudcart platform.
out-of-stock products - here you can track your product range and which products need to be supplied because your customers will not be able to buy them in case they are out of stock.
total customers - this is the total number of customers in the store. directly under the customer service center in the news feed are published current posts from our blog page.
to the news feed's right, you can filter your sales for a specific time period. through this section you find out how the sales in the store are going.
the charts are interactive - this means that you can click on selected dates, values, and categories to get more detailed information.
you can change the period for which information is provided selecting a range from the drop-down menu. this allows you to set a specific calendar period.
the release notes section displays all cloudcart software improvements in real-time. you have the option to suggest a new feature by pressing the red button.
the store performance section shows metrics related to your online store's performance - e.g. order income, average order value, etc. at the bottom right is a descending list of the best-selling products in your store.
having the opportunity to quickly review the best-selling products, you will be able to adequately plan your marketing strategies. clicking view report will display details for products.
organize your product catalog the first thing you need to do is create and organize your product catalog. start by creating categories to which you can later assign your products.
from the menu bar, go to the products > categories section. you can create parent categories and subcategories. see how to create categories in your store here.
when creating a category, be sure to define it. adding product properties the next step is to create properties for the main categories, as well as for the subcategories if any.
the properties carry information about the product (eg material: wood, glass, etc.). they are assigned to a category instead of the products themselves.
unlike the variants, the category property is not mandatory and they do not have to be selected by customers.
they simply characterize the product and are visualized in the filter of the product catalog.
through the properties, customers will be able to more easily and accurately filter the products in your store. find out more about how to add and manage product properties in your store here.
adding product variants by creating variants for your products, you enable the customer to make a choice in the detail page of the viewed product. variants determine the specific product.
when the product has variants, the customer is obligated to choose one of them. example of variant- color: green, blue; size: s, m, l, xl, etc.
the field of the variant can be different types - radio button, image sample, drop-down menu, color sample, 2d scheme, etc. here you can read more about how to add product variants to your store.
adding vendors adding vendors of the products in your store helps to better organize your product catalog.
information about the manufacturers of different products is important for customers when they make their choice of which products to buy.
in addition, by adding manufacturers, your customers will be able to easily filter and find the products they want. for more information, see our article about adding different vendors.
once you've created the categories, category properties, variants, and added vendors, you can move on to filling out your product catalog.
adding a product from the menu, products section > add product you can add your products. a product can be assigned to a parent category and to a subcategory.
/parent category: blouses; subcategory: men's t-shirts/ you can upload both physical and digital products. this article will give you more information on how to add products to your store.
here you can see how to upload 360-degree photos and videos in the detailed product page.
once you've added the product you can see how it looks like in the storefront by clicking on the button shown below in the photo.
if you want to upload a larger number of products at once, and you already have all the necessary information gathered in the so-called csv file, you can see how to easily import them into your store in the following article: importing products with a csv file adding product options product options add additional features to your products that customers can choose from.
product options can be applied to a specific product, category, or manufacturer.
the options your customer will be able to use are: - to enter their own text to the product - to upload a file that you will receive in the order - to choose an option from a drop-down menu - to choose an option from a radio button - to choose as many options as he wishes for example: you want to add an option to ""engrave text on a glass"" and charge the customer extra for this service.
the options can be mandatory or optional, depending on the setting you set. *adding product options requires installing an application in your admin panel.
learn more about how to create and manage product options.
adding product bundles creating product bundles is an extremely useful option through which you can offer your customers a bundle of two or more products that they will be able to buy at a discount price.
it is advisable to add an image that unites all the products so that the customer can get a clear idea of what the bundle contains and what he would buy.
bundles can be created with a certain period of activity in which they can be purchased. example of a product bundle: summer set - contains a hat, dress, beach bag.
see more about product bundles in the following articles: adding product bundles and how to visualize bundles?
inventory section in the inventory section, you can track inventory in order to avoid selling products that have run out of stock and adjust inventory levels for products.
you can easily make bulk changes and maintain products whose stocks are quickly depleted with a single click on the inventory page. find out more about inventory tracking and management here.
adding smart collections collections are the easiest way to combine different types of products into one common group. you can use them to create promotions.
so as not to enter the detailed page of each product and change its characteristics, you have the opportunity to group different products in separate collections according to various criteria: by category, by tags, by discount / promotion, vendor, price, etc.
for detailed information about the collections, see the following article - adding product smart collections.
product statuses each product in your cloudcart store has a certain status - in stock / out of stock / coming soon, etc.
product statuses are extremely useful, as they give consumers the necessary information about the products you offer in your store and thus encourage them to perform a certain action.
you can set different statuses for each product according to its quantity or for all products globally.
statuses determine whether a product can be purchased by the customer or, if it is out of stock, make an inquiry to you. find out more about product statuses here.",https://help.cloudcart.com/en/support/solutions/articles/77000499434
